year	country_and_area	name
1999	Canada	Phalaenopsis mariae
1999	Togo	Centrochelys sulcata
1999	Canada	Barkeria lindleyana
1999	Canada	Phelsuma flavigularis
1999	Canada	Astrophytum myriostigma
1999	Canada	Chelonia mydas
1999	United Republic of Tanzania	Poicephalus cryptoxanthus
1999	Canada	Mammillaria glassii
1999	Samoa	Chelonia mydas
1999	Namibia	Agapornis personatus
1999	Madagascar	Phelsuma flavigularis
1999	Canada	Prionailurus viverrinus
1999	Canada	Mustela sibirica
1999	Sudan	Agapornis personatus
1999	Madagascar	Phelsuma flavigularis
1999	Canada	Chaubardia heteroclita
1999	Belize	Ramphastos sulfuratus
1999	Nicaragua	Ramphastos sulfuratus
1999	Barbados	Epidendrum ibaguense
1999	Madagascar	Phelsuma flavigularis
1999	Nicaragua	Chelonia mydas
1999	Canada	Thelocactus hexaedrophorus
1999	Canada	Astrophytum myriostigma
1999	Zimbabwe	Agapornis personatus
1999	Namibia	Alisterus scapularis
1999	Papua New Guinea	Ptiloris magnificus
1999	Madagascar	Phelsuma flavigularis
1999	Togo	Centrochelys sulcata
1999	Canada	Prionailurus viverrinus
1999	Canada	Trioceros jacksonii
1999	Nicaragua	Ramphastos sulfuratus
1999	Canada	Mustela sibirica
1999	Nicaragua	Ramphastos sulfuratus
1999	Maldives	Agapornis personatus
1999	Zimbabwe	Agapornis personatus
1999	Canada	Astrophytum myriostigma
1999	Solomon Islands	Chelonia mydas
1999	Canada	Mustela sibirica
1999	Canada	Neolloydia conoidea
1999	Nicaragua	Ramphastos sulfuratus
1999	Togo	Centrochelys sulcata
1999	United Republic of Tanzania	Poicephalus cryptoxanthus
1999	Nicaragua	Ramphastos sulfuratus
1999	United Republic of Tanzania	Poicephalus cryptoxanthus
1999	Nicaragua	Ramphastos sulfuratus
1999	Nicaragua	Ramphastos sulfuratus
1999	Myanmar	Agapornis personatus
1999	Canada	Mustela sibirica
1999	Canada	Phocoena phocoena
1999	Fiji	Chelonia mydas
1999	Nicaragua	Ramphastos sulfuratus
1999	United Republic of Tanzania	Poicephalus cryptoxanthus
1999	Nicaragua	Ramphastos sulfuratus
1999	Nicaragua	Ramphastos sulfuratus
1999	Nicaragua	Ramphastos sulfuratus
1999	Nicaragua	Ramphastos sulfuratus
1999	Botswana	Agapornis personatus
1999	Nicaragua	Ramphastos sulfuratus
1999	Nicaragua	Ramphastos sulfuratus
1999	United Republic of Tanzania	Falco femoralis
1999	Maldives	Alisterus scapularis
1999	Saint Vincent and the Grenadines	Agapornis personatus
1999	Nicaragua	Chelonia mydas
1999	Madagascar	Mantella crocea
1999	Canada	Pavo muticus
1999	Canada	Phelsuma ornata
1999	Nicaragua	Ramphastos sulfuratus
1999	Canada	Catasetum saccatum
1999	United Republic of Tanzania	Poicephalus cryptoxanthus
1999	Nicaragua	Chelonia mydas
1999	Canada	Thelocactus hexaedrophorus
1999	Canada	Chelonia mydas
1999	Canada	Agapornis personatus
1999	Canada	Mammillaria glassii
1999	Canada	Mammillaria carmenae
1999	Canada	Parodia rudibuenekeri
1999	Canada	Mammillaria glassii
1999	Canada	Mammillaria glassii
1999	Burundi	Centrochelys sulcata
1999	Syrian Arab Republic	Agapornis personatus
1999	Sudan	Agapornis personatus
1999	Canada	Mammillaria glassii
1999	Canada	Mammillaria carmenae
1999	Canada	Chelonia mydas
1999	Canada	Mammillaria carmenae
1999	Canada	Thelocactus hexaedrophorus
1999	Canada	Mammillaria carmenae
1999	Canada	Mammillaria carmenae
1999	Canada	Thelocactus hexaedrophorus
1999	Canada	Parodia rudibuenekeri
1999	Canada	Thelocactus hexaedrophorus
1999	Canada	Mammillaria carmenae
1999	Canada	Parodia rudibuenekeri
1999	Canada	Thelocactus hexaedrophorus
1999	Canada	Parodia rudibuenekeri
1999	Canada	Parodia rudibuenekeri
1999	Canada	Mammillaria carmenae
1999	Canada	Mammillaria carmenae
1999	Canada	Mammillaria carmenae
1999	Canada	Parodia rudibuenekeri
1999	Monaco	Ramphastos sulfuratus
1999	Canada	Barkeria lindleyana
1999	Canada	Ramphastos sulfuratus
1999	Canada	Parodia rudibuenekeri
1999	Canada	Thelocactus hexaedrophorus
1999	Canada	Parodia rudibuenekeri
1999	Cambodia	Prionailurus viverrinus
1999	Canada	Parodia rudibuenekeri
1999	Uganda	Trioceros jacksonii
1999	Nicaragua	Ramphastos sulfuratus
1999	Canada	Parodia rudibuenekeri
1999	Canada	Mammillaria carmenae
1999	Canada	Thelocactus hexaedrophorus
1999	Canada	Thelocactus hexaedrophorus
1999	Canada	Thelocactus hexaedrophorus
1999	Canada	Ramphastos sulfuratus
1999	Canada	Mammillaria carmenae
1999	Uganda	Trioceros jacksonii
1999	Canada	Parodia rudibuenekeri
1999	Canada	Mammillaria carmenae
1999	Canada	Thelocactus hexaedrophorus
1999	Canada	Thelocactus hexaedrophorus
1999	Canada	Parodia rudibuenekeri
1999	Canada	Parodia rudibuenekeri
1999	Canada	Mammillaria glassii
1999	Canada	Mammillaria carmenae
1999	Canada	Parodia rudibuenekeri
1999	Canada	Mammillaria carmenae
1999	Canada	Mammillaria carmenae
1999	Canada	Parodia rudibuenekeri
1999	Togo	Centrochelys sulcata
1999	Canada	Parodia rudibuenekeri
1999	Canada	Parodia rudibuenekeri
1999	Namibia	Chelonia mydas
1999	Canada	Parodia rudibuenekeri
1999	Canada	Thelocactus hexaedrophorus
1999	Canada	Parodia rudibuenekeri
1999	Canada	Parodia rudibuenekeri
1999	Canada	Parodia rudibuenekeri
1999	Canada	Parodia rudibuenekeri
1999	Canada	Parodia rudibuenekeri
1999	Canada	Parodia rudibuenekeri
1999	Canada	Mammillaria glassii
1999	Canada	Mammillaria carmenae
1999	Nicaragua	Ramphastos sulfuratus
1999	Canada	Mammillaria glassii
1999	Canada	Parodia rudibuenekeri
1999	Nicaragua	Ramphastos sulfuratus
1999	Canada	Mammillaria carmenae
1999	Canada	Mustela sibirica
1999	Canada	Mammillaria glassii
1999	Canada	Thelocactus hexaedrophorus
1999	Canada	Mammillaria carmenae
1999	Canada	Parodia rudibuenekeri
1999	Canada	Mammillaria carmenae
1999	Canada	Trioceros jacksonii
1999	Canada	Parodia rudibuenekeri
1999	Canada	Parodia rudibuenekeri
1999	Canada	Parodia rudibuenekeri
1999	Canada	Parodia rudibuenekeri
1999	Canada	Parodia rudibuenekeri
1999	Canada	Mammillaria glassii
1999	Namibia	Lorius lory
1999	Canada	Melocactus levitestatus
1999	Gabon	Cercopithecus solatus
1999	Tonga	Montipora spongodes
1999	Nicaragua	Ramphastos sulfuratus
1999	Canada	Melocactus levitestatus
1999	Canada	Melocactus levitestatus
1999	Canada	Melocactus levitestatus
1999	Canada	Melocactus levitestatus
1999	Canada	Melocactus levitestatus
1999	Madagascar	Lepilemur microdon
1999	Papua New Guinea	Chelonia mydas
1999	Canada	Melocactus levitestatus
1999	Canada	Melocactus levitestatus
1999	Honduras	Agapornis personatus
1999	Canada	Melocactus levitestatus
1999	Uganda	Trioceros jacksonii
1999	Canada	Varanus glauerti
1999	Canada	Melocactus levitestatus
1999	Gabon	Mandrillus sphinx
1999	Tonga	Montipora spongodes
1999	Canada	Melocactus levitestatus
1999	Canada	Melocactus levitestatus
1999	Madagascar	Euphorbia hofstaetteri
1999	Madagascar	Euphorbia hofstaetteri
1999	Gabon	Mandrillus sphinx
1999	Madagascar	Mantella crocea
1999	Canada	Phocoena phocoena
1999	Canada	Agapornis personatus
1999	Canada	Melocactus levitestatus
1999	Canada	Melocactus levitestatus
1999	Canada	Melocactus levitestatus
1999	Canada	Mustela sibirica
1999	Madagascar	Euphorbia hofstaetteri
1999	Canada	Melocactus levitestatus
1999	Canada	Melocactus levitestatus
1999	Canada	Calanthe tricarinata
1999	Senegal	Centrochelys sulcata
1999	Canada	Phocoena phocoena
1999	Canada	Montipora spongodes
1999	Papua New Guinea	Chelonia mydas
1999	Canada	Arctocephalus forsteri
1999	Tonga	Montipora spongodes
1999	Tonga	Montipora spongodes
1999	Canada	Trioceros jacksonii
1999	Palau	Chelonia mydas
1999	Belize	Laelia tenebrosa
1999	Tonga	Montipora spongodes
1999	United Republic of Tanzania	Trioceros jacksonii
1999	Tonga	Montipora spongodes
1999	United Republic of Tanzania	Trioceros jacksonii
1999	United Republic of Tanzania	Poicephalus cryptoxanthus
1999	Canada	Mantella crocea
1999	Madagascar	Mantella crocea
1999	Madagascar	Mantella crocea
1999	United Republic of Tanzania	Trioceros jacksonii
1999	Canada	Melocactus levitestatus
1999	Canada	Melocactus levitestatus
1999	United Republic of Tanzania	Trioceros jacksonii
1999	Canada	Melocactus levitestatus
1999	Canada	Melocactus levitestatus
1999	Canada	Melocactus levitestatus
1999	Canada	Melocactus levitestatus
1999	United Republic of Tanzania	Trioceros jacksonii
1999	Canada	Melocactus levitestatus
1999	Jamaica	Neocogniauxia monophylla
1999	Mauritius	Orchis mascula
1999	Canada	Phocoena phocoena
1999	Canada	Thelocactus hexaedrophorus
1999	Canada	Melocactus levitestatus
1999	United Republic of Tanzania	Trioceros jacksonii
1999	Barbados	Agapornis personatus
1999	Canada	Agapornis personatus
1999	Canada	Phocoena phocoena
1999	Canada	Melocactus levitestatus
1999	Canada	Varanus glauerti
1999	Canada	Mammillaria carmenae
1999	Canada	Trioceros jacksonii
1999	United Republic of Tanzania	Trioceros jacksonii
1999	United Republic of Tanzania	Trioceros jacksonii
1999	United Republic of Tanzania	Poicephalus cryptoxanthus
1999	Canada	Melocactus levitestatus
1999	United Republic of Tanzania	Trioceros jacksonii
1999	United Republic of Tanzania	Trioceros jacksonii
1999	Canada	Mammillaria carmenae
1999	Nicaragua	Chelonia mydas
1999	United Republic of Tanzania	Trioceros jacksonii
1999	United Republic of Tanzania	Trioceros jacksonii
1999	Ghana	Centrochelys sulcata
1999	Canada	Mustela sibirica
1999	Barbados	Agapornis personatus
1999	Madagascar	Mantella crocea
1999	Tonga	Acropora kimbeensis
1999	Namibia	Agapornis personatus
1999	United Republic of Tanzania	Trioceros jacksonii
1999	Canada	Varanus glauerti
1999	United Republic of Tanzania	Trioceros jacksonii
1999	United Republic of Tanzania	Trioceros jacksonii
1999	Honduras	Agapornis personatus
1999	United Republic of Tanzania	Trioceros jacksonii
1999	Papua New Guinea	Chelonia mydas
1999	Honduras	Agapornis personatus
1999	Honduras	Agapornis personatus
1999	Canada	Mustela sibirica
1999	Canada	Forpus coelestis
1999	Togo	Centrochelys sulcata
1999	United Republic of Tanzania	Trioceros jacksonii
1999	Angola	Agapornis personatus
1999	Namibia	Agapornis personatus
1999	United Republic of Tanzania	Trioceros jacksonii
1999	Canada	Trioceros jacksonii
1999	United Republic of Tanzania	Trioceros jacksonii
1999	Canada	Chelonia mydas
1999	United Republic of Tanzania	Trioceros jacksonii
1999	Yemen	Orchis mascula
1999	Madagascar	Euphorbia mahafalensis
1999	Canada	Falco femoralis
1999	Ghana	Centrochelys sulcata
1999	Zimbabwe	Cycas calcicola
1999	Namibia	Agapornis personatus
1999	Cambodia	Pavo muticus
1999	Bolivia (Plurinational State of)	Gymnocalycium spegazzinii
1999	Togo	Cyrtorchis arcuata
1999	Canada	Barkeria lindleyana
1999	Canada	Acropora kimbeensis
1999	Canada	Aeranthes antennophora
1999	Togo	Cyrtorchis arcuata
1999	Canada	Aeranthes antennophora
1999	Canada	Cyrtorchis arcuata
1999	Ghana	Centrochelys sulcata
1999	Mali	Agapornis personatus
1999	Canada	Phocoena phocoena
1999	Fiji	Hydnophora rigida
1999	Antigua and Barbuda	Epidendrum ibaguense
1999	Togo	Centrochelys sulcata
1999	Togo	Centrochelys sulcata
1999	Canada	Phocoena phocoena
1999	Canada	Hydnophora rigida
1999	Senegal	Centrochelys sulcata
1999	Canada	Mammillaria formosa
1999	Canada	Mammillaria formosa
1999	Canada	Mustela sibirica
1999	Fiji	Hydnophora rigida
1999	Canada	Gymnocalycium spegazzinii
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Ghana	Centrochelys sulcata
1999	Fiji	Hydnophora rigida
1999	Madagascar	Cheirogaleus sibreei
1999	Mali	Centrochelys sulcata
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Sudan	Centrochelys sulcata
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Jamaica	Encyclia triangulifera
1999	Nicaragua	Encyclia chacaoensis
1999	Mali	Centrochelys sulcata
1999	Madagascar	Dalbergia louvelii
1999	Canada	Coelogyne xyrekes
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Canada	Chaubardia heteroclita
1999	Fiji	Hydnophora rigida
1999	Canada	Acanthastrea lordhowensis
1999	Fiji	Hydnophora rigida
1999	Nepal	Nardostachys grandiflora
1999	Mali	Centrochelys sulcata
1999	Solomon Islands	Millepora exaesa
1999	Solomon Islands	Millepora exaesa
1999	Fiji	Hydnophora rigida
1999	Tonga	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Nepal	Nardostachys grandiflora
1999	Fiji	Hydnophora rigida
1999	Canada	Restrepia nittiorhyncha
1999	United Republic of Tanzania	Trioceros jacksonii
1999	Montenegro	Pachycereus pringlei
1999	Canada	Astrophytum myriostigma
1999	Fiji	Hydnophora rigida
1999	Bangladesh	Alisterus scapularis
1999	Gabon	Mandrillus sphinx
1999	Canada	Rhynchostele bictoniensis
1999	Ghana	Centrochelys sulcata
1999	Mali	Lorius lory
1999	Sudan	Centrochelys sulcata
1999	United Republic of Tanzania	Trioceros jacksonii
1999	Sudan	Centrochelys sulcata
1999	Ghana	Centrochelys sulcata
1999	Nepal	Lorius lory
1999	Canada	Chelonia mydas
1999	Sudan	Centrochelys sulcata
1999	Ghana	Agapornis personatus
1999	Ghana	Centrochelys sulcata
1999	Bangladesh	Polytelis alexandrae
1999	Canada	Poicephalus cryptoxanthus
1999	Bangladesh	Lorius lory
1999	Canada	Forpus coelestis
1999	Bangladesh	Forpus coelestis
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Bosnia and Herzegovina	Pachycereus pringlei
1999	Canada	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Sudan	Centrochelys sulcata
1999	Bosnia and Herzegovina	Pachycereus pringlei
1999	Togo	Centrochelys sulcata
1999	Mauritius	Cirrhipathes anguina
1999	Montenegro	Pachycereus pringlei
1999	Solomon Islands	Millepora exaesa
1999	Fiji	Hydnophora rigida
1999	Togo	Centrochelys sulcata
1999	Sudan	Centrochelys sulcata
1999	Fiji	Hydnophora rigida
1999	Gabon	Mandrillus sphinx
1999	Fiji	Hydnophora rigida
1999	Canada	Polytelis alexandrae
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Togo	Centrochelys sulcata
1999	Mali	Centrochelys sulcata
1999	Fiji	Hydnophora rigida
1999	Mali	Centrochelys sulcata
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	United Republic of Tanzania	Trioceros jacksonii
1999	Canada	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Bosnia and Herzegovina	Pachycereus pringlei
1999	Canada	Phyllobates vittatus
1999	Fiji	Hydnophora rigida
1999	Republic of Moldova	Pachycereus pringlei
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Ghana	Centrochelys sulcata
1999	United Republic of Tanzania	Trioceros jacksonii
1999	Fiji	Hydnophora rigida
1999	Jamaica	Encyclia triangulifera
1999	Sudan	Centrochelys sulcata
1999	Nicaragua	Basilinna leucotis
1999	Fiji	Hydnophora rigida
1999	United Republic of Tanzania	Trioceros jacksonii
1999	Fiji	Hydnophora rigida
1999	Canada	Forpus coelestis
1999	Canada	Mandrillus sphinx
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Ghana	Centrochelys sulcata
1999	Togo	Centrochelys sulcata
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Canada	Trioceros jacksonii
1999	Senegal	Centrochelys sulcata
1999	Sao Tome and Principe	Chelonia mydas
1999	Ghana	Centrochelys sulcata
1999	Nepal	Nardostachys grandiflora
1999	Fiji	Hydnophora rigida
1999	Canada	Spizaetus tyrannus
1999	Togo	Centrochelys sulcata
1999	United Republic of Tanzania	Trioceros jacksonii
1999	Togo	Centrochelys sulcata
1999	United Republic of Tanzania	Trioceros jacksonii
1999	Sudan	Centrochelys sulcata
1999	Togo	Centrochelys sulcata
1999	Togo	Centrochelys sulcata
1999	Monaco	Astrophytum myriostigma
1999	Togo	Centrochelys sulcata
1999	Canada	Forpus coelestis
1999	Togo	Centrochelys sulcata
1999	El Salvador	Centrochelys sulcata
1999	Bangladesh	Agapornis personatus
1999	Mali	Agapornis personatus
1999	Bosnia and Herzegovina	Mammillaria tonalensis
1999	Angola	Agapornis personatus
1999	Namibia	Agapornis personatus
1999	Canada	Astrophytum myriostigma
1999	Canada	Mustela sibirica
1999	Mali	Agapornis personatus
1999	Ghana	Centrochelys sulcata
1999	Canada	Forpus coelestis
1999	Canada	Astrophytum myriostigma
1999	Bangladesh	Agapornis personatus
1999	Sudan	Centrochelys sulcata
1999	Togo	Centrochelys sulcata
1999	Bangladesh	Agapornis personatus
1999	Mali	Agapornis personatus
1999	Fiji	Hydnophora rigida
1999	Ghana	Centrochelys sulcata
1999	Bangladesh	Agapornis personatus
1999	Sudan	Centrochelys sulcata
1999	Barbados	Mammillaria glassii
1999	Ghana	Agapornis personatus
1999	Mali	Agapornis personatus
1999	Fiji	Hydnophora rigida
1999	Madagascar	Euphorbia geroldii
1999	Maldives	Astrophytum myriostigma
1999	Bangladesh	Agapornis personatus
1999	Fiji	Hydnophora rigida
1999	Canada	Phyllobates vittatus
1999	Jamaica	Encyclia triangulifera
1999	Canada	Phyllobates vittatus
1999	Canada	Cebus capucinus
1999	Bosnia and Herzegovina	Pachycereus pringlei
1999	Fiji	Hydnophora rigida
1999	Maldives	Pachycereus pringlei
1999	Albania	Pachycereus pringlei
1999	Fiji	Hydnophora rigida
1999	Bosnia and Herzegovina	Pachycereus pringlei
1999	Canada	Mustela sibirica
1999	Canada	Mustela sibirica
1999	Fiji	Hydnophora rigida
1999	Bosnia and Herzegovina	Pachycereus pringlei
1999	Ghana	Centrochelys sulcata
1999	Bosnia and Herzegovina	Pachycereus pringlei
1999	Republic of Moldova	Pachycereus pringlei
1999	El Salvador	Centrochelys sulcata
1999	Mali	Centrochelys sulcata
1999	Ghana	Centrochelys sulcata
1999	Nepal	Nardostachys grandiflora
1999	Nepal	Nardostachys grandiflora
1999	Canada	Euphorbia samburuensis
1999	El Salvador	Centrochelys sulcata
1999	Canada	Chelonia mydas
1999	Sudan	Centrochelys sulcata
1999	Nepal	Nardostachys grandiflora
1999	Ghana	Centrochelys sulcata
1999	Sudan	Centrochelys sulcata
1999	El Salvador	Centrochelys sulcata
1999	Canada	Capra hircus aegagrus
1999	Canada	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Bangladesh	Forpus coelestis
1999	Mali	Centrochelys sulcata
1999	North Macedonia	Pachycereus pringlei
1999	Albania	Pachycereus pringlei
1999	Bosnia and Herzegovina	Pachycereus pringlei
1999	Ghana	Centrochelys sulcata
1999	Montenegro	Pachycereus pringlei
1999	Fiji	Hydnophora rigida
1999	Ghana	Centrochelys sulcata
1999	Bosnia and Herzegovina	Pachycereus pringlei
1999	Montenegro	Pachycereus pringlei
1999	Barbados	Pachycereus pringlei
1999	Zimbabwe	Mammillaria glassii
1999	Montenegro	Pachycereus pringlei
1999	Bosnia and Herzegovina	Pachycereus pringlei
1999	Montenegro	Pachycereus pringlei
1999	Bosnia and Herzegovina	Astrophytum myriostigma
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Canada	Mustela sibirica
1999	Sudan	Centrochelys sulcata
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Canada	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Sudan	Centrochelys sulcata
1999	El Salvador	Chelonia mydas
1999	Nepal	Nardostachys grandiflora
1999	Fiji	Hydnophora rigida
1999	Nepal	Nardostachys grandiflora
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Mali	Centrochelys sulcata
1999	Mali	Centrochelys sulcata
1999	Canada	Mustela sibirica
1999	Canada	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Sudan	Centrochelys sulcata
1999	Canada	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Bangladesh	Agapornis personatus
1999	Canada	Mustela sibirica
1999	Fiji	Hydnophora rigida
1999	Papua New Guinea	Ptiloris magnificus
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Bangladesh	Lorius lory
1999	Fiji	Hydnophora rigida
1999	Togo	Centrochelys sulcata
1999	Canada	Mustela sibirica
1999	Sudan	Centrochelys sulcata
1999	Fiji	Hydnophora rigida
1999	Mali	Centrochelys sulcata
1999	Fiji	Hydnophora rigida
1999	Armenia	Capra hircus aegagrus
1999	El Salvador	Chelonia mydas
1999	Sudan	Centrochelys sulcata
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	El Salvador	Centrochelys sulcata
1999	Fiji	Hydnophora rigida
1999	Fiji	Hydnophora rigida
1999	Sudan	Centrochelys sulcata
1999	El Salvador	Centrochelys sulcata
1999	El Salvador	Chelonia mydas
1999	Canada	Forpus coelestis
1999	Bangladesh	Cebus capucinus
1999	Canada	Epidendrum atacazoicum
1999	Bangladesh	Agapornis personatus
1999	Ghana	Centrochelys sulcata
1999	Ghana	Centrochelys sulcata
1999	Mali	Centrochelys sulcata
1999	Canada	Paphiopedilum victoria-regina
1999	Ghana	Centrochelys sulcata
1999	Canada	Astrophytum myriostigma
1999	Canada	Mammillaria formosa
1999	Canada	Gymnocalycium eurypleurum
1999	Canada	Pachycereus pringlei
1999	Canada	Astrophytum myriostigma
1999	Canada	Mammillaria formosa
1999	Canada	Cleistocactus smaragdiflorus
1999	Ghana	Centrochelys sulcata
1999	El Salvador	Centrochelys sulcata
1999	Canada	Mammillaria formosa
1999	Fiji	Hydnophora rigida
1999	Canada	Mammillaria formosa
1999	El Salvador	Centrochelys sulcata
1999	Canada	Centrochelys sulcata
1999	Canada	Astrophytum myriostigma
1999	Canada	Polytelis alexandrae
1999	Canada	Encyclia megalantha
1999	Canada	Cleistocactus smaragdiflorus
1999	Canada	Pachycereus pringlei
1999	Canada	Mammillaria formosa
1999	El Salvador	Centrochelys sulcata
1999	Canada	Encyclia chacaoensis
1999	Canada	Melocactus levitestatus
1999	Canada	Mammillaria formosa
1999	Canada	Masdevallia persicina
1999	Canada	Gymnocalycium eurypleurum
1999	Canada	Mammillaria formosa
1999	Canada	Gymnocalycium eurypleurum
1999	Canada	Astrophytum myriostigma
1999	Canada	Mammillaria formosa
1999	Canada	Gymnocalycium eurypleurum
1999	Ghana	Centrochelys sulcata
1999	Canada	Mammillaria formosa
1999	Canada	Polytelis alexandrae
1999	Canada	Cleistocactus smaragdiflorus
1999	Canada	Pachycereus pringlei
1999	Canada	Melocactus levitestatus
